sha	path	panel_majority	seat4	cross_mistral	cross_oxalpha	cross_nemotron	cross_laguna
7817262420996710	packages/adapter-io/src/governed-emit-incumbent.ts	TRUE_GROUNDED	TRUE_GROUNDED	FALSE	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
7cdf3d8dbc065a84	packages/cli/test/mine-arms-union.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
81a0b01d9a2ff082	packages/cli/src/render.ts	TRUE_GROUNDED	TRUE_GROUNDED	FALSE	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
83ecaa8595593523	packages/index/src/depgraph.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
8595103769a1da76	packages/index/src/ownership.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
893515eb42a15cf7	packages/adapter-io/test/door-regression-malformed-check-sha	TRUE_GROUNDED	TRUE_GROUNDED	FALSE	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
8da0f36f5561fd03	packages/genesis/test/admit-harness.no-fabricated-check.test	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
8f2c4740850db307	packages/grounding/src/gate.ts	TRUE_GROUNDED	TRUE_GROUNDED	FALSE	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
924bd913d4bb369a	packages/persist/src/scrub-shapes.ts	TRUE_GROUNDED	FALSE	TRUE_GROUNDED		TRUE_GROUNDED	FALSE
950ce9890624aa09	packages/e2e-blackbox/test/s18-durability.blackbox.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED		TRUE_GROUNDED	TRUE_GROUNDED
98a4e392c2794405	packages/genesis/test/wp-8.30-gen-witness.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	NOT_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
9b9586072ffc343f	packages/knowledge/test/tier.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
9d45fe411ac0f922	packages/e2e-blackbox/test/s10-node-door.blackbox.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	FALSE	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
9fc18bc85448f4fb	packages/adapter-io/test/containment.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
a2281ce694b39422	packages/index/src/resolve.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
a4e7c312db9647c1	packages/adapter-io/test/negation-collapsed-local.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
a840fa057954521b	packages/e2e-blackbox/test/s14-mine.blackbox.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	FALSE	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
ab6551a6df066846	packages/e2e-blackbox/test/support.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
ad53cd399a6b6803	packages/cli/test/wp-196a-proposer-dependency.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	FALSE	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
afedca43995fb490	packages/knowledge/src/ratify/init.ts	TRUE_GROUNDED	TRUE_GROUNDED	FALSE		TRUE_GROUNDED	TRUE_GROUNDED
b69e9fb9b7a4ffa5	packages/memory/test/wp-6.25-a-mem.test.ts	NOT_GROUNDED	TRUE_GROUNDED	NOT_GROUNDED	NOT_GROUNDED	NOT_GROUNDED	TRUE_GROUNDED
b845ad555785f72e	packages/persist/test/heldout-pst-source.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	FALSE	NOT_GROUNDED	NOT_GROUNDED	TRUE_GROUNDED
bbbe975d1ff1a0b5	packages/cli/test/mine-claim-scrub-fitness.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
be7d6ed85826740b	packages/e2e-blackbox/test/s19-init-gitignore.blackbox.test.	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
bfbb89a14d36b589	packages/index/test/build-key-mint.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	FALSE	TRUE_GROUNDED
c3aaf28294221fdd	packages/cli/test/wp-96-identity-scrub.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	NOT_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
c6c5f2bdb5893eb7	packages/knowledge/src/write/authz.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
c95b79b93843e63e	packages/adapter-io/test/door-regression-commit-retry.test.t	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
cc46116e1200cb42	packages/knowledge/test/negation-key.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED		TRUE_GROUNDED	TRUE_GROUNDED
ce6101ca78b6dcb7	packages/index/src/fold.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
d137851dad6aeec2	packages/cli/test/mine-model-wired.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
d524bd0cb9ca3e7b	packages/adapter-io/test/read-provenance-refusal.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
d66f619d4e6fba62	packages/genesis/src/rank.ts	NOT_GROUNDED	TRUE_GROUNDED	FALSE	NOT_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
d9a484809c5e73a1	packages/adapter-io/test/negation-recall-win-blackbox.test.t	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
db65c41752c1393b	packages/adapter-io/test/wire-precomputed-parity.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	FALSE	TRUE_GROUNDED	FALSE
e084d7db8c24b631	packages/cli/test/reverify-cli.test.ts	FALSE	FALSE	TRUE_GROUNDED		NOT_GROUNDED	TRUE_GROUNDED
e4699850797b1794	packages/cli/test/mine-budget-cap.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	NOT_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
e8afcb5f0c60fc77	packages/e2e-blackbox/test/s1-genesis.blackbox.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
eb3439097e2f8495	packages/adapter-io/src/prompt.ts	TRUE_GROUNDED	TRUE_GROUNDED	FALSE	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
ee2b7407cdefb812	packages/cli/test/mined-tier-mirror-pin.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
f40657e524c54905	packages/e2e-blackbox/test/author.ts	TRUE_GROUNDED	TRUE_GROUNDED	FALSE	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
fa66e76b57c61670	packages/grounding/test/wp-4.10-b-grd.multiset.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	NOT_GROUNDED	NOT_GROUNDED	TRUE_GROUNDED
fc1830025372c1c9	packages/index/test/resolve.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	NOT_GROUNDED	TRUE_GROUNDED
fe5e50d29da3ee3c	packages/index/test/fold-drift.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	FALSE	TRUE_GROUNDED	TRUE_GROUNDED	NOT_GROUNDED
ffc79f353122da4e	packages/mcp-server/test/surface-conformance-req-mcp-1e.test	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED
