sha	path	j1	j2	j3	majority	claim
04f8095aaadef23b	packages/adapter-io/test/negation-door-v2-escape.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	In the v2 negation door, when a target-escape site and a dynamic-reach channel are both present, the abstention reason returned is escape-open, not scope-dynamic, showing the door checks the escape leg before the dynamic-reach leg.
050d3c180cec58e3	packages/cli/test/wp-seedgate-compose.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The live-path admission test deliberately supplies a StructRef with a stale, mismatched subtreeHash for the existing file 'src/util.ts' and the gate still emits, showing that admission is decided by reground re-deriving the hash rather than by trusting the candidate's recorded subtreeHash.
054e448ee3ff4216	packages/genesis/src/verify-negation.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	verifyNegation treats scope containment segment-wise rather than as a string prefix, so a caller or hole in a sibling directory whose name merely starts with the scope string (e.g. src/paycheck relative to scope src/pay) does not count as being under that scope for either the refute or the proven/abstain checks.
05543bb143b2e0d8	packages/tools/test/wp-7.26-c-tools.test.ts	TRUE_GROUNDED	NOT_GROUNDED	NOT_GROUNDED	NOT_GROUNDED	In SCN-TOOLS-10c-1, storeNodes.resolve only matches address A ('cas:9b21'), but the governed store write uses key g.key = id(N1) (a different NodeKey/Hash), so resolveNode(A, t) never resolves against the written value and the write-refusal loop exercises only the no-node-resolved fail-closed path rather than a genuinely resolved node.
059008c3c34df0d6	packages/cli/test/mine-projection-surface.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The invoke() helper calls commitProjection and commitStaging with a decision-function argument, persistProjection with a projection object argument, and every other listed door with no arguments at all, so the flat door lists hide three distinct call signatures.
0608bb693959e7a9	packages/adapter-io/test/travel-by-reproof-compose.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	When both .atlas/staging.json and the projection+cas files are committed together, the test asserts the query still refuses with REJECTED_UNTRUSTED_STORE rather than falling back to serving the projection-backed data.
06a16bb7aea21f80	packages/knowledge/test/wp-9.2.4-know.writedecision.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The exhaustive coverage test iterates over all combinations of withCheck, seedNode, and seedCas (2x2x2=8 cells) and asserts writeDecision always returns one of DEDUP/CREATE/UPDATE/SUPERSEDE, never a REJECT or a thrown error, for any family x hit-state combination.
078c62a105c54e7b	packages/kernel/test/merge-fold.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The PROP-KERNEL-11 event generator (eventSpecArb) is deliberately built as fc.uniqueArray without a selector, so events can collide on the same contentHash with a different `fresh` flag, and this collision case is what actually exercises the fold's convergence property.
07fe05ef024f1b98	packages/genesis/test/wp-fix-concurrency.test.ts	NOT_GROUNDED	NOT_GROUNDED	NOT_GROUNDED	NOT_GROUNDED	the concurrent pool clips its batch width to the remaining budget room left at the ceiling rather than dispatching a full-width batch and discarding the overshoot, so paid-for calls exactly equal used calls even when the ceiling is not a multiple of POOL_WIDTH.
08ec04128ac729b4	packages/persist/src/provenance.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	deserialize only checks that the parsed object's trailer property is a non-null object; it does not validate that any of the trailer's individual fields are present, so a trailer missing required fields still passes and yields a non-null Dossier.
0996660cca2cc21f	packages/retrieval/test/wp-6.18-retr.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	crossesThreshold uses a strict greater-than comparison, so when the off-atlas rate exactly equals theta (e.g. rate 0.30 with theta 0.3) the threshold is NOT considered crossed.
09e6d101ed21af68	packages/persist/test/scrub-cross-family.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The test suite pins an accepted asymmetry between families: hyphen-joined non-secret text right after a Slack token gets absorbed into the [REDACTED] placeholder, but the identical hyphen-joined pattern right after a GitHub token is left intact outside the placeholder, since '-' terminates a GitHub body but is itself a valid Slack body character.
09ffb430fdf84fdc	packages/knowledge/test/evaluator.admit-grammar.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The admission door emits two distinct shapes of refusal message for index-query checks: an unknown operator gets the full operator menu, while a known operator with a bad argument gets only that operator's own expected form.
0ac9804736f25e0d	packages/genesis/src/admit-proposals.ts	FALSE	TRUE_GROUNDED	FALSE	FALSE	TransitionProposal is the only concrete kind in the Proposal union that has no `site: Candidate` field, carrying `unitKey: string` instead where every other proposal kind (predicate, advisory, relation, negation) anchors on a ranked `site`.
0aeecf0674e07d30	packages/cli/test/wp-9.1.1-a-cli.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The test asserts that five distinct write commands (derive-relations, emit, link, promote, transition) collapse onto only two distinct legs in COMMAND_LEG, so the write-command count and the write-door count are deliberately different and the test checks the mapped-door SET equals WRITE_PATHS rather than checking a 1:1 command-to-door correspondence.
0b6549989a3d1fc6	packages/adapter-io/src/rev-index.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	resolveBySubtreeAt refuses to answer (returns undefined) whenever a content hash matches more than one distinct path in the rev's tree, rather than arbitrarily picking the first match.
0b987478fe9468db	packages/adapter-io/test/governed-link-retract.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	Re-asserting an already-linked pair through the door succeeds each time and publishes a fresh generation on every call (three redundant calls produce three new persisted entries), even though the resulting stored content is byte-identical to the previous generation, whereas the analogous re-retraction of an already-retracted pair is refused outright and persists nothing.
0be1ccdc740f89bf	packages/cli/src/mine-decide.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	In decideStaging, only a negation fact keeps its own scope field untouched and instead gets a separate authzScope stamped to MINED_SCOPE, whereas advisory, predicate, and relation facts have their scope field itself overwritten with MINED_SCOPE.
0bf97c68d3c15998	packages/adapter-io/test/ast-parser-lifecycle.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The test verifies Tree-handle release by monkey-patching TreeProto.delete (the prototype obtained dynamically via Object.getPrototypeOf on a throwaway parse) to count calls, so it mutates a prototype shared process-wide rather than mocking a per-instance method or an imported function.
0c88eb14f43e5f07	packages/adapter-io/test/rev-index-content-resolve.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	EMPTY_ROOT is computed at test-run time by calling build() with an empty children array rather than being pinned as a hardcoded hash literal.
0c931c23827df3ee	packages/adapter-io/test/git-drift.test.ts	NOT_GROUNDED	NOT_GROUNDED	NOT_GROUNDED	NOT_GROUNDED	The narrowing guard in git-drift checks whether the recorded path still resolves at the new revision BEFORE falling back to the subtree-hash lookup, so a duplicate-content match at an earlier-sorting path is never reached when the original path is still present, preventing a phantom rename pair.
0ca8b3a735fa3245	packages/memory/test/mem-9-portable-scangate.wp35a.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	writeWithScanner rejects a scanner whose name is the empty string by throwing an error matching /NAMED scanner/, even when that scanner's scan function would report a clean result.
0d25146f9fc098d0	packages/knowledge/test/wp-4.11-a-know.heldout.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	isGrounded treats an entry as ungrounded whenever its subtreeHash coerces to an empty string, so a grounding with any empty subtreeHash among otherwise well-formed entries fails the check for the whole grouping, not just that entry.
0d8204831ac50ceb	packages/persist/src/scrub.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	admitToBuffer treats a buffer whose identity is not already tracked in its WeakMap as having up to MAX_SEAM_CARRY trailing provisional bytes rather than assuming zero carry, so a buffer built or resumed by a caller outside this module is re-examined over the widest possible split-credential window instead of being trusted as already clean.
0e1021ff934cf330	packages/adapter-io/test/reverify-gate-compose.test.ts	TRUE_GROUNDED	NOT_GROUNDED	NOT_GROUNDED	NOT_GROUNDED	The disk store in this test is constructed with a hash function that always returns asHash('seed') regardless of the value being stored, so every seeded row is put under the identical content hash.
0e14f825d31c99c2	packages/index/test/cas.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The round-trip assertion uses toBe (reference identity) rather than toEqual, implying the store's get(hash) is expected to return the exact same in-memory object instance that was put, not a deserialized copy.
0e870c831ba81280	packages/adapter-io/test/compose-recon-n10.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The post-fix reconcile predicate built inline in this test classifies a moved fact as mechanical by looking only at the subtreeHash of the fact's first grounding entry's anchor and checking it via resolveBySubtreeAt at the new revision, not by comparing the anchor's path at all.
10557b804d0e82f2	packages/cli/src/mine-claim-scrub.ts	NOT_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	scrubGrounding scrubs only qualifiedPath and path on each grounding entry, deliberately leaving subtreeHash, kind, displayLines, and span untouched.
108ab7883cefb7ec	packages/e2e/test/s07-memory-scoping.e2e.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The two memory-never-deleted guards use different failure shapes: a hard-delete on the rules store throws, while a non-orchestrator logbook append is silently refused, returning the unchanged log rather than throwing.
1106a891b0c674f1	packages/genesis/src/seed.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	seedAwareness always renders the mission facet as UN-SEEDED unconditionally, without ever checking the ratified list for a DEFINE artifact or calling missionStub, so passing a ratified DEFINE fact in the `ratified` array has no effect on the mission facet.
118da90fe30c556b	packages/adapter-io/src/wire.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	In the atlas-query leg, the config.readRefusal check runs before the --by mode split, so both the default scope path and the dependency/trigger retrieval modes are refused identically rather than only the scope path being guarded.
11f34caf636382cb	packages/genesis/test/wp-8.28-c-gen.heldout.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	makeQueryDb memoizes its builder callback so that calling .get() many times (30 in this test) invokes the supplied builder function only once, returning the same cached db object thereafter.
12364081e4e0a734	packages/cli/test/enrich-env-gating.test.ts	NOT_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	enrichEnabled treats any set value not matching one of the recognized falsey spellings as truthy (the test pins an arbitrary string like 'symbol' as ON), so it works as a denylist of falsey spellings rather than an allowlist of truthy ones.
125752cfc3e3770e	packages/tools/test/wp-4.11-a-tools.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	gateWithPresent's gateHolds narrows on node.kind === 'advisory' before reading claimNorm in the same boolean expression, so a non-advisory GroundedFact (e.g. a PredicateNode without claimNorm) short-circuits to NA rather than reading an undefined field into the present-set check.
125c1888770f0afc	packages/adapter-io/test/skeleton-priors-leak.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	Before exercising the leak, the test first asserts that folding tree A and tree B each independently yield a non-empty prior-key set and that those two sets are mutually disjoint, so the later leak assertions cannot pass vacuously on empty or overlapping keys.
128ba9530c4b4650	packages/adapter-io/test/harness/fix-scip.smoke.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The two tests check occurrence roles through different representations of the same fixture: the first decodes the real serialized SCIP protobuf and tests the SymbolRole.Definition bitflag, while the second reads expectedScipOutput's plain 'definition'/'reference' string field directly, without going through deserializeSCIP.
12e47948bfa41323	packages/knowledge/src/lifecycle/reconcile.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	bindReconcile computes exitCode as strictly 2 when semantic is non-empty and 0 otherwise, so the returned exitCode can only ever be 0 or 2, never any other value, regardless of how large the drifted or mechanical sets are.
134009a80f5b5258	packages/knowledge/test/wp-5.13-a-know.router.heldout.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	routeWrite's decision precedence, independently re-derived from the 16-cell input product in this test, is contentHash-hit first, then nodeKey-miss, then advisory family always UPDATE regardless of checkSame, then predicate family branching on checkSame between SUPERSEDE and CREATE.
1343d2be04d23fbb	packages/cli/test/mine-provable-frontier-driver.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	the baseline PPR ranking (rankedPaths) is computed once via a driveMine call placed directly in the describe block's body, not inside an it(), so its result is shared as a fixed constant across both tests in that describe rather than being recomputed per test.
1353f8b44a976f3d	packages/tools/test/wp-4.12-a-tools.heldout.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The reconcile output preserves the original input pair order rather than grouping items by mechanical/semantic classification.
135fe27dc406f09c	packages/persist/test/transcript-store-known-limits.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	Even past the split floor where the whole credential is no longer reconstructible, an unredacted tail fragment of the secret still survives raw in the second stored object, because that fragment has no prefix to mark it as a credential.
137c020aba984720	packages/cli/test/wp-f4-parse-at.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The parser accepts `--depth=notanumber` and any other non-numeric value for the `--depth` flag without validation or throwing, folding it as a plain string just like every other unknown flag.
1393d2f1fb6b727f	packages/kernel/test/event-identity.test.ts	NOT_GROUNDED	TRUE_GROUNDED	NOT_GROUNDED	NOT_GROUNDED	The fast-check arbitrary for nodeKey uses fc.option with `nil: undefined` rather than omitting the property, because the content() builder's opts type requires nodeKey to be present-and-undefined under exactOptionalPropertyTypes rather than simply optional.
1394ebd6c42742e5	packages/tools/test/refusal-visibility.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The fallback reasons for a reasonless fail-closed write are asymmetric: an emit failure appends a parenthetical "(ungrounded)" to its message while the link failure's fallback message carries no such qualifier.
1474956661c1e683	packages/e2e-blackbox/test/s21-scip-forgery.blackbox.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	FALSE	TRUE_GROUNDED	Test (v) shows the forged .scip dump changes the dependency-mode query's blast-radius output (edges appear or vanish with the forged dump), while the scope-based 'query src' door returns the same claims regardless of either forged dump, so freshness-gating and dependency-edge derivation read the same forgeable input but only one of them is defended against it.
14762c47ff8a0f40	packages/retrieval/src/own-model.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	EpicUnit's declared shape carries only an id, a goal string, and a features array of OwnUnit, with no NodeKey or anchor field, so it is structurally incapable of being treated as a grounded scope-unit.
156bbb743ffc7f5f	packages/knowledge/src/lifecycle/status.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The bound recompute function reads the node's own `grounding` field directly (passing node.grounding as the second argument to gate.gateHolds) even though it never reads the node's `status` field, so the fact's self-reported grounding is trusted as an input while only its self-reported status verdict is discarded.
157f016ec3657934	packages/adapter-io/test/governed-emit-addressable.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	A poisoned value placed inside the fact's grounding field (e.g. a BigInt on grounding.seq) is rejected with reason 'unaddressable-cas-object' rather than 'canonical-form violation', distinguishing it from the other SHAPES-driven poisoned-field test cases that all report 'canonical-form violation'.
159d6a52bc6326d9	packages/cli/src/mine-frontier.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	resolveFrontier conditionally spreads prior into the returned FrontierOptions only when unitPriorOf returns a defined value, so the prior key is entirely absent from the object (not present with value undefined) when the skeleton source has no unit-prior seam.
15f900d36b8db138	packages/adapter-io/test/dynamic-reach.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	buildDynamicReach treats an unparseable TS file and an unscanned JS-family file (.cjs/.mjs/.js/.jsx) both as positive channel witnesses (fail-closed), while a genuinely different-language file such as .py is instead skipped and contributes no witness at all.
16201f4598b5d778	packages/adapter-io/test/retrieval-tier-bound.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The tier bound is tested against strings like 'toString', '__proto__', and 'constructor' as OFF_LATTICE inputs, verifying atLeastT1 does membership checks against the tier lattice rather than relying on inherited Object prototype properties or JS coercion.
162dbecc2ba52ac0	packages/index/src/cas.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	createCasIndex's put() only adds the returned hash to the drift-eligibility registry when the kernel store returns a truthy hash, so a malformed object that yields the kernel's empty handle is stored without becoming drift-eligible.
1651523edeebb772	packages/adapter-io/test/reconcile-entry-symmetry.test.ts	NOT_GROUNDED	NOT_GROUNDED	NOT_GROUNDED	NOT_GROUNDED	makeGateFix writes .atlas/index.scip into the repo and calls scip.cleanup() immediately afterward, so the fixture's SCIP source is deleted while the copied file inside repoPath remains for the test to use.
1661a0e4e683ab4d	packages/adapter-io/test/arch9-door-derivation.test.ts	NOT_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	the join between a fact's declared tier and its derived tier is one-directional: a derived T0 forces a declared T2 candidate into full-ratify, but a derived T2 never relaxes a declared T0 candidate's gate, which already routes to full-ratify on its own.
17483ccd59c93581	packages/knowledge/src/lifecycle/hits.ts	NOT_GROUNDED	NOT_GROUNDED	NOT_GROUNDED	NOT_GROUNDED	logHit performs a runtime check that nodeId is a non-empty string and throws a TypeError if not, even though NodeKey is already typed as a string.
174d319561eae7c0	packages/adapter-io/test/harness/forge-scip.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	When a ForgedOccurrence omits its range, forgedScipBytes silently defaults it to [0, 0, 0, 0] rather than leaving the field absent, so range-omission tests actually encode a degenerate zero-range occurrence.
17aca1286941a583	packages/adapter-io/test/git-drift-entries.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	In makeFixture, the .atlas/index.scip file that composeRuntime's index build reads is copied in only after both git commits are made and is never `git add`-ed, so it deliberately stays outside the fixture repo's tracked git history while still being present on disk.
17e4ceb9eda28ca1	packages/adapter-io/src/governed-link.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	rowAuthorized falls back to the stored fact's scope only when the projection row's own scope is undefined; when the row does carry a scope it is used even if it differs from the stored fact's scope, and that mismatch is instead caught separately by rowContradicted.
18ced36f085ea9a0	packages/cli/src/mine-render.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	In mineWhyEmpty, the incomplete-pass check runs before the sitesVisited===0 check, so a pass that both failed to complete AND visited 0 sites reports the completion-cause message, never the frontier-empty explanation.
192eabd04cf03c7d	packages/knowledge/src/negation-types.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	NegationNode.grounding is typed as the general Grounding type (which is not cardinality-restricted in this file), so the 'exactly one entry, anchored at the scope directory' invariant described in the comment is not enforced by the TypeScript type itself and must be checked at runtime by whatever constructs this node.
19528c38087d123f	packages/persist/src/reinvoke.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	redispatch's returned object carries only kind and seatId, never the brief itself, even though the brief is what was hashed to produce seatId.
1a389c5a927e43d7	packages/persist/test/wp-3.4-a-persist.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	meterApi.meter accepts completely non-object inputs — including undefined, null, the number 42, and a bare string — without throwing, and still returns a Metering record with every required field defined rather than a partial or undefined-filled record.
1a6598c90bcb8fa8	packages/genesis/test/wp-8.31-gen.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	NOT_GROUNDED	TRUE_GROUNDED	The ENRICH round filters its item list by the bornFromWorkLazy flag before calling relate(), silently skipping any item marked bornFromWorkLazy:true rather than passing every item in the list through the loop.
1aea6e85b6edb74a	packages/e2e/test/s04-drift-lifecycle.e2e.test.ts	TRUE_GROUNDED	NOT_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	driftDetect returns an identical verdict for two groundings that differ only in their displayLines field, confirming the drift decision is computed purely from subtreeHash and never reads the displayLines navigation hint.
1b392200f4110ee3	packages/adapter-io/src/pack-shape.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	mintPack sorts the invariant rows by nodeId before calling splitBands, so which rows survive the advisory band's truncation cap is determined by nodeId ordering rather than by the order pairs were passed in.
1b678e6c0bdcb4ab	packages/adapter-io/test/ast-gap2-doc-comment.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The G-GAP2-7 test proves a comment sitting between two declarations is bound to the declaration that follows it, not the one it trails, by asserting the edit drifts function b (following) while explicitly asserting it does NOT drift function a (preceding).
1c029b4ffeb16c55	packages/kernel/test/identity-goldens.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	canonicalForm sorts object keys at every nesting depth, not just the top level: the fixture declares nested keys as {b, a} but the pinned preimage assertion expects them serialized in the order {a, b}.
1c10184655b71c15	packages/index/test/symbol-reverse.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	resolves() returns true for a symbol that is defined but has zero references (no callers), the same empty-callers result a phantom (referenced-but-undefined) symbol also produces, so callers-empty alone cannot distinguish a resolvable-but-uncalled symbol from a phantom — only resolves() can.
1caab2eaebebe556	packages/cli/src/gitignore.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	hasLine matches a line by exact trimmed-string equality rather than substring search, so a commented-out or otherwise-modified occurrence of the pattern does not count as already present.
1cbc24e4c66ed3b4	packages/cli/src/mine-pool.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	proposeAll dispatches every candidate's message up front via slot % seats.length with no back-pressure, so when the batch is larger than the worker width, some workers are queued multiple jobs at once rather than the pool waiting for a worker to free up before assigning its next job.
1cc12653af19a2b8	packages/cli/test/mine-grounding-scrub.test.ts	TRUE_GROUNDED	FALSE	TRUE_GROUNDED	TRUE_GROUNDED	scrubGrounding redacts credential-shaped text only in the anchor's qualifiedPath and the entry's human path, leaving the anchor's subtreeHash and kind fields byte-for-byte untouched even when the same token string appears embedded in both the redacted and unredacted fields.
1d2e916285929241	packages/adapter-io/src/escape/classifier.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TS_TYPE_CTX deliberately omits as_expression and satisfies_expression, so isSafe treats the operand of an `X as T` cast as an escaping reference rather than a runtime-erased type position.
1da0c964df470d9e	packages/persist/test/merge.heldout.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The test's `set()` fixture builder dedupes by event id using a has-guard, so when two events share an id the FIRST one passed wins and later duplicates are silently dropped rather than overwriting it.
