sha	path	j1	j2	j3	majority	claim
4b8582ac67a92702	src/benchmarks/primitives.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	Every "invalid" benchmark case in this file wraps the parse call in a try/catch with a completely empty catch block, so the thrown validation error is silently discarded rather than inspected or asserted on.
4ec6ad60ccea9a88	src/__tests__/readonly.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	For a promise schema, .readonly() leaves the inferred static type as plain Promise<string> (not wrapped in Readonly<...>) even though the "async object freezing" test shows the resolved value is actually Object.frozen at runtime after parseAsync — so the type signature does not reveal that freezing occurs.
53f23a10801e379f	src/__tests__/language-server.source.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	This unit exports its own absolute source path as `filePath` by reading the ambient `__filename`, in addition to exporting the schema/type/instance fixtures used elsewhere.
55088f13b3a3e8a6	src/benchmarks/realworld.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	In the generated People fixtures, `hair` and `active` are both derived from the same untouched counter value before any other field call increments it, so every generated person has hair 'blue' if and only if `active` is true, rather than being independently randomized fields.
581926b0d5a95b06	src/helpers/parseUtil.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	addIssueToContext builds its errorMaps list in the order contextual, schema-bound, override, default, then reverses that array before iterating and letting each map's result overwrite errorMessage, so the contextual map actually wins as highest priority and the default map as lowest, the opposite of the array's declared order.
589867b1295b3194	src/__tests__/map.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	A single map entry that has both an invalid key and an invalid value produces two separate issues (one coded invalid_type at path [0,"key"], another at path [0,"value"]) rather than a single combined issue for that entry, as shown in the "invalid key and invalid input" test.
5a69ca6b33f97ca9	src/__tests__/pipeline.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	In the "break if dirty" test, once the leading refine on the string fails, the chained transform/pipe stages do not run and contribute no additional issues — both failing inputs end up with exactly one issue in the error, not one from each stage.
5bb30d1fe1fd5e99	src/__tests__/string.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The base64 validator treats the empty string as valid input: the "base64 validations" test includes "" in validBase64Strings with an explicit comment noting it is technically valid base64, and asserts safeParse succeeds on it.
5c15563b8bbccc5e	src/__tests__/instanceof.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	z.instanceof() accepts an abstract class constructor (AbstractBar) as its argument, and the resulting schema successfully parses instances of a concrete subclass (Bar) that extends it.
5d612de612ad847b	src/__tests__/nativeEnum.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	In the 'from const' test, GreekEnum accepts the numeric value 3 (Greek.Gamma) but throws on the unrelated number 2, showing nativeEnum matches only the object's actual member values rather than accepting any number when a numeric member is present.
60df3b0d2f72712a	src/__tests__/custom.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The 'string params' test deliberately passes z.custom<number> a predicate that returns true precisely when x is NOT a number, inverting the expected check so that parsing a genuine number (1234) is what triggers the custom error message.
6316e7994fef10c5	src/benchmarks/union.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	manySuite only benchmarks valid parses against schemas a and c, leaving the b and d members of the four-schema union never exercised by a valid-parse case.
66362514359919ad	src/__tests__/set.test.ts	TRUE_GROUNDED	NOT_GROUNDED	NOT_GROUNDED	NOT_GROUNDED	For z.set(...), per-element validation issues carry a single-element path holding just the numeric index (e.g. path: [0], path: [1]), unlike the key/value-qualified paths used for maps, as shown in the "throws when the given set has multiple invalid entries" test.
66e865a4b99157fc	src/benchmarks/datetime.ts	FALSE	FALSE	FALSE	FALSE	The manual "capture groups + code" benchmark validates leap years with the full Gregorian rule (divisible by 4 and not by 100, or divisible by 400) rather than the simpler divisible-by-4-only check that the sibling regex-based leap-year variant appears to approximate.
6d7ff6e7feea743f	src/__tests__/parseUtil.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	isAborted/isDirty/isValid are verified against plain object literals with a `status` field rather than any constructed class instance, showing they classify a SyncParseReturnType purely by structural shape, not by identity or prototype checks.
78427ccba3d02442	src/__tests__/transformer.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	In the 'short circuit on dirty' test, chaining .refine(() => false).transform(val => val.toUpperCase()) on invalid input (1234) does not throw a TypeError from calling toUpperCase on a non-string; the reported error is only the invalid_type issue, so the transform step's callback is effectively not surfaced as a second failure.
7f3eec3e81356362	src/benchmarks/string.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The 'optional string' and 'nullable string' benchmark cases only parse the `long` string value, never `empty` or `short`, unlike the base stringSchema which is benchmarked against all three lengths.
842c0deb96d35c6b	src/__tests__/language-server.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	Only a single no-op test (test("", () => {})) actually executes in this file; every substantive Go-To-Definition/language-server test is commented out and does not run.
84bb7b49ccc54612	src/__tests__/intersection.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	"invalid array merge" shows z.intersection() can still fail with an invalid_intersection_types issue even when both branch schemas individually parse the input successfully, because one branch's .transform() produces an extra element that makes the two branch outputs fail a deep-equality merge check.
90036eaf038bb821	src/__tests__/branded.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	Branding only affects a schema's output/inferred type, not its input type: z.input<typeof age> is asserted equal to plain number while z.infer<typeof age> is asserted distinct from it, so branded values are still accepted as plain, unbranded input.
97dc71270f8b8877	src/__tests__/catch.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	In the "complex chain example" test, calling .removeCatch() strips only the catch it is chained directly after ('qwer'); an earlier .catch('asdf') placed before the transforms still silently substitutes on invalid input, so parsing an invalid value like 15 resolves to "ASDF!" instead of surfacing an error or falling through to the outermost .catch('asdfasdf').
9d75a65d1b871203	src/helpers/util.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	getValidEnumValues filters an enum object's keys by checking whether obj[obj[k]] is not a number, which excludes the numeric reverse-mapping entries that TypeScript numeric enums generate.
9f6a11f5d93975f0	src/benchmarks/object.ts	NOT_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	Each suite's 'cycle' handler reads the suite's own name via `(emptySuite as any).name` / `(shortSuite as any).name` / `(longSuite as any).name`, casting to any because the Benchmark.Suite type used here does not expose a typed `name` property even though the constructor is called with a name string.
a0336cd1b8d21149	src/__tests__/default.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The 'chained defaults' test shows that stacking .default() calls does not layer them: z.string().default('inner').default('outer') parses undefined to 'outer', meaning only the last-applied default takes effect and the earlier one is discarded.
a0faf2b4dbe863f0	src/__tests__/object.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	Calling .catchall() after .strict() overrides the strict unknown-keys rejection, so unknown keys are instead validated against the catchall schema rather than causing parse failure.
a5c1532c2bdeff37	src/ZodError.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	flatten() only keys fieldErrors by an issue's first path segment (sub.path[0]), discarding any deeper path segments, whereas format() in the same class walks the issue's full path array to build a nested tree — so the two error-shaping methods diverge in how they handle nested-object/array issue paths.
a60b9115149925f3	src/__tests__/recursive.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	This codebase exposes two distinct APIs for defining a recursive schema, z.late.object(() => ({...})) and z.lazy(() => z.object({...})), and both are shown parsing the same recursive Category data successfully.
a7dd6aebb6de58a4	src/__tests__/description.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	A description set via the constructor option survives being wrapped through a chain of .optional().nullable().default(...) — three different wrapper schema types stacked in sequence — not just a single wrapper.
aa1517ec47148823	src/__tests__/mocker.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The "mocker" test never calls expect on any of the accessed Mocker properties, so it only verifies that reading each getter does not throw rather than checking any produced value.
aa5b34c3745279ba	src/__tests__/optional.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	checkErrors is exercised against z.tuple([]) and z.unknown() in addition to the primitive types, asserting that wrapping any of these in .optional() leaves the formErrors produced for non-undefined bad input unchanged from the unwrapped schema's formErrors.
aa5e17adcae364f4	src/__tests__/object-augmentation.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	Calling .augment() a second time with a key that already exists overwrites that key's schema entirely rather than merging with it: `species` changes from z.string() to z.array(z.string()), and parsing confirms the object now requires an array for species, not a string.
b2d4cf0307616454	src/__tests__/pickomit.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	Passing an explicit `false` for a key in .pick()/.omit() (e.g. { name: true, age: false }) is flagged by TypeScript as a type error (@ts-expect-error) but is accepted at runtime and behaves identically to simply omitting that key, as the accompanying parse assertions confirm.
bcbc003c6ad79758	src/__tests__/refine.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	superRefine's callback can be typed as a type predicate (arg is X), and the test confirms this actually narrows the value's static type for subsequent chained .refine/.superRefine calls in the same chain, not just for code after the whole chain resolves.
bd9c0d673509f471	src/__tests__/generics.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	In the "nested no undefined" test, a union field built with z.string().or(z.array(z.string())) and placed on an object without .optional() rejects `undefined` for that field, confirming a bare union member does not implicitly permit a missing/undefined value.
c02ce8ded5a44100	src/__tests__/number.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	FALSE	TRUE_GROUNDED	In the "min max getters" and "int getter" tests, every `.toBeNull` matcher is referenced without being called as a function (e.g. `expect(...).toBeNull;` instead of `expect(...).toBeNull();`), so those assertions never actually execute.
c1a77ee926341d56	src/__tests__/deepmasking.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	Every substantive test in this file (over twenty cases covering pick/omit masking behavior) is commented out; the only test that actually executes is `test("test", () => { z; })`, which performs no assertion and no parse call.
d3ece4400bd3b77a	src/__tests__/async-parsing.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	promiseSchema.safeParseAsync resolves with success:true even when the wrapped promise will eventually resolve to invalid data; the ZodError only surfaces later when the caller awaits the returned data promise, which then rejects.
d56639c82b5edc54	src/helpers/errorUtil.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	errToObj and toString handle an undefined message asymmetrically: errToObj falls back to an empty object {}, while toString falls back to undefined itself (via optional chaining on message?.message) rather than to an empty string.
dd6136c661d238b4	src/__tests__/coerce.test.ts	FALSE	FALSE	FALSE	FALSE	z.coerce.bigint() failures throw plain (non-ZodError) errors on invalid input, unlike z.coerce.string/number/boolean/date whose failures the same file marks as throwing z.ZodError.
dd7f1aede50756d5	src/__tests__/base.test.ts	FALSE	FALSE	FALSE	FALSE	The "parse dateSchema invalid date" test wraps its only assertion inside a try/catch with no code path outside the catch block, so if parseAsync(new Date("invalid")) did not reject, the catch would never run and the test would still pass without ever checking the invalid_date issue code.
e28514c547520f79	src/__tests__/Mocker.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	Unlike the other getters (string, number, bigint, boolean, date), which each recompute a fresh random value on every access, the `symbol` getter always returns the same module-level `testSymbol` instance, so successive calls to `.symbol` are reference-equal.
e2eab6b4684cc3bd	src/__tests__/complex.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The 'parse' test calls crazySchema.parse() on a complex object with no wrapping expect() or assertion on the return value afterward, so it only verifies that parsing does not throw rather than checking any parsed output.
e62b8f526a6b5b9d	src/__tests__/validations.test.ts	FALSE	FALSE	FALSE	FALSE	Every validation test in this file wraps its parseAsync call and expect() assertions inside a try/catch with no assertion outside the catch block and no fail()/expect.assertions call, so a test passes vacuously without checking anything if the parse unexpectedly resolves instead of rejecting.
e7c44d5c89a6b9bd	src/__tests__/discriminated-unions.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The "enum and nativeEnum" test shows discriminatedUnion's discriminator branches are not restricted to z.literal(...) values — z.enum(["b","c"]) and z.nativeEnum(MyEnum) are also accepted as the discriminator schema for a branch and successfully discriminate multiple raw values.
f2612aaf1dfc5a04	src/__tests__/unions.test.ts	TRUE_GROUNDED	NOT_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	When every option in a union fails, the reported error is a single synthesized issue with code "custom", message "Invalid input", and an empty path — not each branch's own distinct validation error.
f4294dc66b544ec8	src/__tests__/primitive.test.ts	FALSE	FALSE	FALSE	FALSE	Despite its name "test this binding", the test never extracts or passes an unbound reference to an existing schema's safeParse method; each callback invocation constructs a brand-new z.string() and calls safeParse on it directly, so the test does not actually exercise `this`-binding behavior of a detached method.
f74ff32453aaf9fd	src/__tests__/function.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	The "allow extra parameters" test shows a function schema built with only `.args(z.string())` still accepts and ignores additional unvalidated arguments at call time, since implement((str, _arg, _qewr) => ...) is used directly as an Array.filter callback that also receives index and array.
f930528617bb08df	src/types.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	ZodString's trim(), toLowerCase(), and toUpperCase() methods each construct `new ZodString({...this._def, checks: [...this._def.checks, {kind: ...}]})` directly, duplicating the exact logic of the `_addCheck` helper instead of calling `this._addCheck(...)` as every other check-adding method (email, url, min, max, regex, etc.) does.
fa992a631fa1e0c6	src/__tests__/enum.test.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	Excluding every value from an enum (FoodEnum.exclude(foods)) produces a runtime EmptyFoodEnum whose type does not actually equal z.ZodEnum<[]> — that specific assertion is marked @ts-expect-error — even though its inferred value type still correctly resolves to `never`.
fd6abff7e1669c4b	src/errors.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	overrideErrorMap is a single module-level mutable variable, so calling setErrorMap replaces the error map globally for every subsequent getErrorMap() call rather than being scoped to a particular schema or parse call.
fdb40e8b10554c10	src/__tests__/crazySchema.ts	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	TRUE_GROUNDED	crazySchema's `nonstrict` field is built with the `.nonstrict()` method (not `.passthrough()` or `.strict()`), showing that `.nonstrict()` is still a live, callable method on ZodObject at this version rather than an API that has been removed.
ffc0cbfe6b48c99e	src/__tests__/partials.test.ts	FALSE	FALSE	FALSE	FALSE	deepPartial() does not preserve array-level constraints like .min(42): the test itself asserts that safeParse({ array: [] }) succeeds (success === true) on a deep-partialed schema whose array field was declared with min(42), even though an empty array should fail that minimum.
